timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-08-27T15:30:22,codecarbon,3f858d3e-0874-437f-a7c5-1e72c7bcf9e3,1.0405769348144531,1.3529544514271982e-05,1.300196464251291e-05,42.5,0.0,165.20000553131104,1.2280879086918302e-05,0.0,4.753248858656832e-05,5.981336767348663e-05,Italy,ITA,,,,Linux-5.4.0-174-generic-x86_64-with-glibc2.35,3.11.9,2.2.3,48,Intel(R) Xeon(R) Silver 4214 CPU @ 2.20GHz,1,1 x GeForce RTX 2080 Ti,,,440.5333480834961,machine,N,1.0
2024-08-27T15:30:54,codecarbon,d964b80f-64e1-4a9a-9d75-66d7942d589d,1.0217432975769043,1.3282912673105676e-05,1.3000244488617164e-05,42.5,0.0,165.20000553131104,1.205874863598082e-05,0.0,4.666427331447664e-05,5.8723021950457456e-05,Italy,ITA,,,,Linux-5.4.0-174-generic-x86_64-with-glibc2.35,3.11.9,2.2.3,48,Intel(R) Xeon(R) Silver 4214 CPU @ 2.20GHz,1,1 x GeForce RTX 2080 Ti,,,440.5333480834961,machine,N,1.0
2024-08-27T15:33:32,codecarbon,288982ef-85b2-4dd8-8055-cf03d86d6532,1.0945487022399902,1.423460162742566e-05,1.300499612150158e-05,42.5,0.0,165.20000553131104,1.2918206221527526e-05,0.0,5.001217993660816e-05,6.293038615813568e-05,Italy,ITA,,,,Linux-5.4.0-174-generic-x86_64-with-glibc2.35,3.11.9,2.2.3,48,Intel(R) Xeon(R) Silver 4214 CPU @ 2.20GHz,1,1 x GeForce RTX 2080 Ti,,,440.5333480834961,machine,N,1.0
2024-08-27T15:33:50,codecarbon,623627c8-f83b-4c11-befc-12d7268f4ffd,1.035966396331787,1.3468876741052708e-05,1.3001267983927014e-05,42.5,0.0,165.20000553131104,1.2226190169652304e-05,0.0,4.731896863533412e-05,5.954515880498642e-05,Italy,ITA,,,,Linux-5.4.0-174-generic-x86_64-with-glibc2.35,3.11.9,2.2.3,48,Intel(R) Xeon(R) Silver 4214 CPU @ 2.20GHz,1,1 x GeForce RTX 2080 Ti,,,440.5333480834961,machine,N,1.0
2024-08-27T15:45:41,codecarbon,88bc46c1-d4eb-49dc-a54d-97ff2e235504,10.539801836013794,0.0001374981566443,1.3045611177861074e-05,42.5,0.0,165.20000553131104,0.0001244246302379,0.0,0.0004834471121639,0.0006078717424019,Italy,ITA,,,,Linux-5.4.0-174-generic-x86_64-with-glibc2.35,3.11.9,2.2.3,48,Intel(R) Xeon(R) Silver 4214 CPU @ 2.20GHz,1,1 x GeForce RTX 2080 Ti,,,440.5333480834961,machine,N,1.0
2024-08-27T15:53:15,codecarbon,96eab75a-1cb2-4e2d-939b-c88171d377f1,10.545432329177856,0.0001375705705028,1.3045512617078922e-05,42.5,0.0,165.20000553131104,0.0001244909859365,0.0,0.0004837008941269,0.0006081918800634,Italy,ITA,,,,Linux-5.4.0-174-generic-x86_64-with-glibc2.35,3.11.9,2.2.3,48,Intel(R) Xeon(R) Silver 4214 CPU @ 2.20GHz,1,1 x GeForce RTX 2080 Ti,,,440.5333480834961,machine,N,1.0
2024-08-27T16:20:23,codecarbon,bc96e0ec-2900-44ae-a6c0-168aba44fad3,10.501675844192505,0.0001369996317289,1.304550185717852e-05,42.5,0.0,165.20000553131104,0.0001239746696419,0.0,0.0004816931216934,0.0006056677913353,Italy,ITA,,,,Linux-5.4.0-174-generic-x86_64-with-glibc2.35,3.11.9,2.2.3,48,Intel(R) Xeon(R) Silver 4214 CPU @ 2.20GHz,1,1 x GeForce RTX 2080 Ti,,,440.5333480834961,machine,N,1.0
2024-08-27T16:21:27,codecarbon,a21184e6-950e-4dc8-bb24-5d27bf7bee75,1.0447428226470947,1.3580042348275086e-05,1.2998454790880445e-05,42.5,0.0,165.20000553131104,1.2329961193932427e-05,0.0,4.770665460950833e-05,6.003661580344076e-05,Italy,ITA,,,,Linux-5.4.0-174-generic-x86_64-with-glibc2.35,3.11.9,2.2.3,48,Intel(R) Xeon(R) Silver 4214 CPU @ 2.20GHz,1,1 x GeForce RTX 2080 Ti,,,440.5333480834961,machine,N,1.0
2024-08-27T16:22:27,codecarbon,5bdbccdb-da2a-4b1d-a5e4-1f37d9f8f48e,1.03696870803833,1.3482189256171524e-05,1.30015391512404e-05,42.5,0.0,165.20000553131104,1.2238326999876237e-05,0.0,4.7365685697835146e-05,5.960401269771138e-05,Italy,ITA,,,,Linux-5.4.0-174-generic-x86_64-with-glibc2.35,3.11.9,2.2.3,48,Intel(R) Xeon(R) Silver 4214 CPU @ 2.20GHz,1,1 x GeForce RTX 2080 Ti,,,440.5333480834961,machine,N,1.0
2024-08-27T16:33:31,codecarbon,09b034e9-6030-44fd-842b-c5ea44ac8923,10.505155086517334,0.0001370426752471,1.3045278638773036e-05,42.5,0.0,165.20000553131104,0.0001240151726537,0.0,0.0004818429116941,0.0006058580843478,Italy,ITA,,,,Linux-5.4.0-174-generic-x86_64-with-glibc2.35,3.11.9,2.2.3,48,Intel(R) Xeon(R) Silver 4214 CPU @ 2.20GHz,1,1 x GeForce RTX 2080 Ti,,,440.5333480834961,machine,N,1.0
2024-08-29T09:55:17,codecarbon,4b9ba85c-d8ad-44b3-957d-19a6f314b982,10.206268787384031,0.0001331415471524,1.3045075524274852e-05,42.5,0.0,165.20000553131104,0.0001204866876204,0.0,0.0004681247252801,0.0005886114129006,Italy,ITA,,,,Linux-5.4.0-174-generic-x86_64-with-glibc2.35,3.11.9,2.2.3,48,Intel(R) Xeon(R) Silver 4214 CPU @ 2.20GHz,1,1 x GeForce RTX 2080 Ti,,,440.5333480834961,machine,N,1.0
2024-08-29T09:58:43,codecarbon,4fea7e67-184a-4b06-a383-c92e340465b2,1.0192983150482178,1.3249714595260706e-05,1.2998858528117875e-05,42.5,0.0,165.20000553131104,1.2029616865846846e-05,0.0,4.654663821939209e-05,5.857625508523893e-05,Italy,ITA,,,,Linux-5.4.0-174-generic-x86_64-with-glibc2.35,3.11.9,2.2.3,48,Intel(R) Xeon(R) Silver 4214 CPU @ 2.20GHz,1,1 x GeForce RTX 2080 Ti,,,440.5333480834961,machine,N,1.0
2024-08-29T13:17:02,codecarbon,87b6c580-a37d-40bf-8cdb-1e2977bb4641,1.091881513595581,1.419832417582812e-05,1.3003539302605133e-05,42.5,0.0,165.20000553131104,1.2886434296766918e-05,0.0,4.98835712551797e-05,6.277000555194662e-05,Italy,ITA,,,,Linux-5.4.0-174-generic-x86_64-with-glibc2.35,3.11.9,2.2.3,48,Intel(R) Xeon(R) Silver 4214 CPU @ 2.20GHz,1,1 x GeForce RTX 2080 Ti,,,440.5333480834961,machine,N,1.0
2024-08-29T13:23:49,codecarbon,d1079013-e2a0-431f-ab12-aad4d694be95,1.033198595046997,1.3433094660323976e-05,1.3001464311624376e-05,42.5,0.0,165.20000553131104,1.219370894961887e-05,0.0,4.7193259256379365e-05,5.938696820599824e-05,Italy,ITA,,,,Linux-5.4.0-174-generic-x86_64-with-glibc2.35,3.11.9,2.2.3,48,Intel(R) Xeon(R) Silver 4214 CPU @ 2.20GHz,1,1 x GeForce RTX 2080 Ti,,,440.5333480834961,machine,N,1.0
2024-08-29T13:26:11,codecarbon,7cafbe2d-b09f-426a-ac18-98b5cf62f46d,1.048499345779419,1.3618451876395066e-05,1.2988517285408098e-05,42.5,0.0,165.20000553131104,1.2374047272735174e-05,0.0,4.7832374929227136e-05,6.020642220196231e-05,Italy,ITA,,,,Linux-5.4.0-174-generic-x86_64-with-glibc2.35,3.11.9,2.2.3,48,Intel(R) Xeon(R) Silver 4214 CPU @ 2.20GHz,1,1 x GeForce RTX 2080 Ti,,,440.5333480834961,machine,N,1.0
2024-08-29T13:30:07,codecarbon,b8ff9d5a-daa9-47f0-b09a-deab79ff2a77,1.0408942699432373,1.3520868372507936e-05,1.2989665485664804e-05,42.5,0.0,165.20000553131104,1.2284228536817764e-05,0.0,4.7490782394003e-05,5.9775010930820766e-05,Italy,ITA,,,,Linux-5.4.0-174-generic-x86_64-with-glibc2.35,3.11.9,2.2.3,48,Intel(R) Xeon(R) Silver 4214 CPU @ 2.20GHz,1,1 x GeForce RTX 2080 Ti,,,440.5333480834961,machine,N,1.0
2024-08-29T13:32:39,codecarbon,2c81686c-9c5d-4c35-9762-278ad5ce4b7e,1.0095303058624268,1.3111087753472864e-05,1.2987314672314126e-05,42.5,0.0,165.20000553131104,1.1914012995031146e-05,0.0,4.604938049323948e-05,5.796339348827063e-05,Italy,ITA,,,,Linux-5.4.0-174-generic-x86_64-with-glibc2.35,3.11.9,2.2.3,48,Intel(R) Xeon(R) Silver 4214 CPU @ 2.20GHz,1,1 x GeForce RTX 2080 Ti,,,440.5333480834961,machine,N,1.0
